,year,date,Average_temperature,Average_humidity,Average_dewpoint,Average_barometer,Average_windspeed,Average_gustspeed,Average_direction,Rainfall_for_month,Rainfall_for_year,Maximum_rain_per_minute,Maximum_temperature,Minimum_temperature,Minimum_pressure,Maximum_pressure,Maximum_windspeed,Maximum_gust_speed,Maximum_humidity,Minimum_humidity,Maximum_heat_index
3603,2014,May 1,41.9°F,27%,8.1°F,30.1,4.9,8.4,295°,0.00,1.59,0.00,55.9°F,26.3°F,47%,11%,30.271,29.946,19.6,29.9,55.9°F
3604,2014,May 2,53.5°F,27%,19.3°F,29.8,5.7,9.5,284°,0.00,1.59,0.00,66.2°F,35.5°F,44%,17%,29.953,29.686,16.1,26.5,66.2°F
3605,2014,May 3,58.7°F,21%,17.1°F,29.7,7.8,12.0,258°,0.00,1.59,0.00,71.5°F,44.1°F,42%,9%,29.798,29.579,25.3,33.4,72.9°F
3606,2014,May 4,58.3°F,18%,11.8°F,29.6,6.4,10.2,262°,0.00,1.59,0.00,72.8°F,41.5°F,38%,7%,29.692,29.508,23.0,34.5,72.9°F
3607,2014,May 5,54.4°F,19%,10.6°F,29.6,4.8,7.0,238°,0.00,1.59,0.00,68.3°F,40.5°F,38%,8%,29.734,29.474,19.6,26.5,70.3°F
3608,2014,May 6,54.9°F,23%,15.7°F,29.4,4.8,7.8,223°,0.00,1.59,0.00,67.1°F,38.4°F,59%,11%,29.514,29.265,21.9,26.5,67.1°F
3609,2014,May 7,43.2°F,65%,31.0°F,29.5,3.3,5.4,75°,0.25,1.84,0.01,53.6°F,34.7°F,88%,21%,29.633,29.314,15.0,18.4,53.6°F
3610,2014,May 8,39.0°F,72%,29.7°F,29.7,3.4,5.7,75°,0.28,1.87,0.01,49.2°F,31.5°F,92%,35%,29.864,29.633,16.1,24.2,49.2°F
3611,2014,May 9,42.5°F,53%,25.7°F,29.8,6.9,10.4,241°,0.29,1.88,0.01,54.5°F,32.8°F,87%,30%,29.842,29.632,25.3,40.3,54.5°F
3612,2014,May 10,43.3°F,58%,28.8°F,29.7,6.3,9.3,239°,0.35,1.94,0.01,52.8°F,34.6°F,88%,34%,29.782,29.594,20.7,27.6,52.8°F
3613,2014,May 11,31.2°F,90%,28.5°F,29.9,0.6,1.0,74°,0.78,2.37,0.01,40.6°F,25.8°F,93%,85%,30.151,29.575,10.4,17.3,40.6°F
3614,2014,May 12,26.8°F,75%,19.6°F,30.3,3.9,5.7,47°,0.99,2.58,0.01,32.2°F,18.8°F,89%,57%,30.558,30.126,18.4,24.2,32.2°F
3615,2014,May 13,29.1°F,58%,15.1°F,30.5,1.8,3.3,277°,1.06,2.65,0.01,42.1°F,12.9°F,83%,31%,30.618,30.457,11.5,16.1,42.1°F
3616,2014,May 14,39.0°F,44%,17.7°F,30.3,5.0,8.1,297°,1.06,2.65,0.00,50.9°F,29.4°F,72%,21%,30.457,30.187,21.9,32.2,50.9°F
3617,2014,May 15,40.0°F,63%,27.6°F,30.2,2.3,4.0,41°,1.06,2.65,0.00,52.8°F,26.4°F,86%,33%,30.290,30.022,17.3,26.5,52.8°F
3618,2014,May 16,47.2°F,60%,31.6°F,29.9,4.1,7.1,285°,1.23,2.82,0.01,58.3°F,34.0°F,90%,22%,30.025,29.802,15.0,25.3,58.3°F
3619,2014,May 17,49.0°F,68%,37.0°F,29.8,3.1,5.3,288°,1.28,2.87,0.01,62.5°F,36.9°F,94%,26%,30.030,29.738,17.3,27.6,62.5°F
3620,2014,May 18,56.1°F,44%,26.7°F,29.6,4.7,7.1,237°,1.28,2.87,0.00,72.7°F,33.8°F,92%,13%,29.828,29.341,21.9,28.8,74.6°F
3621,2014,May 19,55.8°F,34%,22.6°F,29.5,6.6,9.9,240°,1.28,2.87,0.00,71.5°F,34.7°F,68%,11%,29.653,29.424,24.2,34.5,73.2°F
3622,2014,May 20,54.2°F,62%,41.0°F,29.7,2.8,5.5,116°,1.28,2.87,0.00,62.8°F,44.2°F,81%,45%,29.784,29.616,11.5,19.6,62.8°F
3623,2014,May 21,50.0°F,74%,41.8°F,29.9,1.9,3.6,71°,1.34,2.93,0.01,61.5°F,40.9°F,89%,48%,29.998,29.782,12.7,19.6,61.5°F
3624,2014,May 22,52.2°F,69%,41.2°F,29.9,1.7,3.4,116°,1.34,2.93,0.00,68.6°F,39.8°F,89%,22%,30.029,29.838,10.4,16.1,75.8°F
3625,2014,May 23,49.9°F,73%,40.7°F,29.9,2.6,4.7,69°,1.45,3.04,0.01,64.0°F,37.0°F,92%,37%,30.030,29.815,11.5,19.6,64.0°F
3626,2014,May 24,49.8°F,78%,42.5°F,29.8,3.4,5.5,108°,1.76,3.35,0.01,61.6°F,39.9°F,94%,54%,29.895,29.730,13.8,18.4,61.6°F
3627,2014,May 25,46.6°F,81%,40.7°F,29.8,2.7,4.5,326°,2.04,3.63,0.02,58.7°F,37.3°F,93%,47%,29.984,29.760,18.4,26.5,58.7°F
3628,2014,May 28,41.9°F,65%,30.6°F,29.7,0.8,1.6,276°,2.04,3.63,0.00,58.6°F,17.0°F,72%,46%,29.921,29.457,3.5,4.6,58.6°F
3629,2014,May 29,52.3°F,55%,34.2°F,29.7,3.4,5.2,280°,2.06,3.65,0.01,77.0°F,13.3°F,80%,19%,29.911,29.386,19.6,28.8,77.4°F
3630,2014,May 30,52.7°F,78%,45.7°F,29.8,1.9,3.1,66°,2.33,3.92,0.08,64.2°F,25.2°F,92%,46%,29.985,29.665,13.8,19.6,64.2°F
3631,2014,May 31,57.4°F,59%,41.0°F,29.8,4.2,6.5,286°,2.33,3.92,0.00,73.2°F,42.3°F,93%,22%,29.985,29.619,16.1,26.5,77.2°F
3632,2014,Average and,47.5°F,56%,28.9°F,29.839,3.9,6.2,263°,2.331,3.921,0.080,77.0°F,12.9°F,95%,7%,30.62,29.27,25.3,40.3,77.4°F
3633,2014,Jun 1,59.4°F,44%,32.6°F,29.6,5.5,8.8,270°,0.00,3.92,0.00,75.1°F,43.6°F,87%,13%,29.769,29.518,24.2,31.1,75.6°F
3634,2014,Jun 2,59.2°F,55%,39.5°F,29.7,3.2,5.4,86°,0.00,3.92,0.00,76.0°F,45.4°F,86%,12%,29.810,29.649,13.8,20.7,77.4°F
3635,2014,Jun 3,62.2°F,35%,27.5°F,29.6,7.0,10.5,248°,0.00,3.92,0.00,76.8°F,40.6°F,76%,11%,29.704,29.458,28.8,47.2,76.4°F
3636,2014,Jun 4,57.8°F,39%,31.9°F,29.7,2.8,5.1,87°,0.00,3.92,0.00,71.9°F,37.0°F,62%,17%,29.800,29.554,12.7,19.6,77.0°F
3637,2014,Jun 5,54.6°F,58%,38.7°F,29.8,2.4,4.1,51°,0.00,3.92,0.00,68.1°F,37.8°F,85%,22%,29.833,29.659,20.7,28.8,77.2°F
3638,2014,Jun 6,54.3°F,59%,37.5°F,29.7,3.1,5.1,14°,0.02,3.94,0.01,72.1°F,36.9°F,92%,17%,29.836,29.598,19.6,27.6,76.3°F
3639,2014,Jun 7,50.9°F,78%,44.0°F,29.8,2.3,4.3,93°,0.02,3.94,0.00,61.0°F,41.3°F,92%,48%,29.907,29.748,11.5,16.1,61.0°F
3640,2014,Jun 8,47.0°F,75%,39.3°F,29.8,2.9,4.7,2°,0.04,3.96,0.01,56.9°F,37.8°F,93%,48%,29.980,29.698,17.3,26.5,56.9°F
3641,2014,Jun 9,50.5°F,40%,25.5°F,29.9,3.5,6.1,46°,0.04,3.96,0.00,62.6°F,33.8°F,76%,17%,30.094,29.787,20.7,26.5,62.6°F
3642,2014,Jun 10,59.4°F,36%,29.1°F,29.7,5.8,9.3,264°,0.04,3.96,0.00,76.5°F,37.0°F,78%,11%,29.874,29.496,23.0,35.7,76.1°F
3643,2014,Jun 11,57.5°F,51%,36.3°F,29.6,4.4,7.1,274°,0.12,4.04,0.01,74.4°F,45.4°F,89%,18%,29.825,29.472,18.4,27.6,75.7°F
3644,2014,Jun 12,54.5°F,76%,46.8°F,29.9,2.5,4.6,80°,0.12,4.04,0.00,65.3°F,45.5°F,94%,57%,30.000,29.760,15.0,21.9,65.3°F
3645,2014,Jun 13,60.6°F,44%,29.8°F,29.6,7.2,10.7,249°,0.12,4.04,0.00,77.4°F,38.9°F,93%,10%,29.836,29.323,25.3,35.7,76.6°F
3646,2014,Jun 14,53.7°F,43%,28.7°F,29.5,4.7,7.7,255°,0.12,4.04,0.00,69.9°F,38.3°F,76%,15%,29.656,29.360,27.6,34.5,74.6°F
3647,2014,Jun 15,52.8°F,43%,27.1°F,29.7,5.8,8.9,251°,0.12,4.04,0.00,68.8°F,34.3°F,80%,15%,29.787,29.587,23.0,33.4,73.2°F
3648,2014,Jun 16,59.1°F,30%,21.6°F,29.5,7.3,10.7,232°,0.12,4.04,0.00,75.6°F,35.6°F,72%,12%,29.616,29.383,24.2,34.5,75.4°F
3649,2014,Jun 17,59.6°F,30%,25.0°F,29.5,4.8,7.8,217°,0.12,4.04,0.00,74.6°F,36.5°F,68%,15%,29.628,29.337,16.1,24.2,75.8°F
3650,2014,Jun 18,56.4°F,42%,31.1°F,29.6,5.3,8.5,258°,0.12,4.04,0.00,67.8°F,43.6°F,84%,20%,29.746,29.414,16.1,24.2,67.8°F
3651,2014,Jun 19,56.4°F,37%,25.7°F,29.9,6.9,10.5,244°,0.12,4.04,0.00,72.3°F,40.8°F,89%,12%,29.981,29.744,19.6,29.9,74.2°F
3652,2014,Jun 20,59.0°F,38%,28.7°F,29.8,3.6,5.6,208°,0.12,4.04,0.00,78.3°F,35.2°F,77%,9%,29.983,29.664,16.1,19.6,77.1°F
3653,2014,Jun 21,58.5°F,44%,34.9°F,29.7,2.7,4.6,2°,0.12,4.04,0.00,75.4°F,39.8°F,71%,17%,29.849,29.587,26.5,34.5,76.9°F
3654,2014,Jun 22,58.1°F,47%,35.9°F,29.7,3.9,6.4,229°,0.12,4.04,0.00,72.8°F,45.4°F,77%,17%,29.859,29.631,19.6,27.6,77.4°F
3655,2014,Jun 23,55.9°F,66%,43.5°F,29.8,4.0,6.6,55°,0.12,4.04,0.00,68.6°F,39.1°F,91%,35%,29.923,29.749,15.0,21.9,77.5°F
3656,2014,Jun 24,58.7°F,65%,46.2°F,29.8,3.5,6.0,66°,0.12,4.04,0.00,69.8°F,47.4°F,92%,41%,29.892,29.745,16.1,19.6,77.5°F
3657,2014,Jun 25,62.0°F,52%,41.5°F,29.7,2.6,4.5,58°,0.12,4.04,0.00,80.2°F,46.0°F,88%,13%,29.836,29.593,13.8,19.6,78.5°F
3658,2014,Jun 26,65.5°F,39%,32.4°F,29.5,4.6,7.3,245°,0.12,4.04,0.00,84.4°F,42.2°F,91%,11%,29.688,29.237,18.4,27.6,81.4°F
3659,2014,Jun 27,61.9°F,34%,32.4°F,29.4,5.6,9.0,258°,0.12,4.04,0.00,73.3°F,51.4°F,60%,21%,29.520,29.302,23.0,50.6,77.4°F
3660,2014,Jun 28,60.6°F,32%,28.7°F,29.6,8.3,13.1,253°,0.12,4.04,0.00,74.0°F,50.2°F,69%,15%,29.719,29.490,21.9,33.4,75.4°F
3661,2014,Jun 29,65.0°F,30%,28.8°F,29.6,4.7,7.4,250°,0.12,4.04,0.00,83.9°F,38.9°F,68%,12%,29.784,29.487,20.7,31.1,81.0°F
3662,2014,Jun 30,65.1°F,32%,29.9°F,29.6,4.8,8.3,292°,0.12,4.04,0.00,83.2°F,45.1°F,64%,11%,29.751,29.507,15.0,27.6,80.5°F
3663,2014,Average and,57.9°F,46%,33.3°F,29.684,4.5,7.3,254°,0.118,4.039,0.010,84.4°F,33.8°F,94%,9%,30.09,29.24,28.8,50.6,81.4°F
3664,2014,Jul 1,56.0°F,49%,36.1°F,29.9,2.8,5.1,105°,0.00,4.04,0.00,67.8°F,38.3°F,77%,33%,30.012,29.751,15.0,20.7,67.8°F
3665,2014,Jul 2,60.4°F,53%,42.7°F,29.9,2.8,5.2,102°,0.00,4.04,0.00,71.6°F,49.6°F,76%,36%,29.996,29.813,11.5,19.6,77.5°F
3666,2014,Jul 3,62.1°F,54%,41.8°F,29.8,2.5,4.4,52°,0.13,4.17,0.04,81.1°F,41.8°F,90%,17%,29.954,29.706,18.4,24.2,79.4°F
3667,2014,Jul 4,61.7°F,54%,41.3°F,29.9,4.7,7.3,267°,0.24,4.28,0.01,80.9°F,47.3°F,87%,18%,29.963,29.767,18.4,27.6,79.1°F
3668,2014,Jul 5,64.4°F,47%,39.1°F,29.9,3.7,5.9,260°,0.25,4.29,0.01,82.2°F,45.4°F,92%,16%,30.039,29.715,20.7,27.6,80.1°F
3669,2014,Jul 6,67.4°F,37%,36.8°F,29.8,2.9,4.9,335°,0.25,4.29,0.00,86.7°F,46.8°F,67%,13%,29.919,29.597,16.1,21.9,83.2°F
3670,2014,Jul 7,68.1°F,46%,38.5°F,29.7,4.6,7.6,321°,0.37,4.41,0.02,91.6°F,45.5°F,90%,9%,29.830,29.606,19.6,29.9,87.3°F
3671,2014,Jul 8,61.9°F,67%,50.0°F,29.8,3.0,5.3,72°,0.38,4.42,0.01,74.9°F,53.9°F,87%,43%,29.984,29.704,11.5,17.3,77.6°F
3672,2014,Jul 9,65.6°F,49%,42.7°F,29.7,3.8,6.2,276°,0.38,4.42,0.00,84.0°F,45.7°F,90%,15%,29.861,29.551,21.9,32.2,81.1°F
3673,2014,Jul 10,72.2°F,32%,38.9°F,29.6,4.8,7.8,252°,0.40,4.44,0.01,83.4°F,59.7°F,80%,17%,29.641,29.495,15.0,21.9,80.8°F
3674,2014,Jul 11,66.0°F,58%,49.2°F,29.7,4.4,6.8,255°,0.49,4.53,0.01,78.0°F,57.2°F,89%,28%,29.843,29.593,13.8,19.6,78.0°F
3675,2014,Jul 12,60.3°F,79%,53.3°F,29.9,3.2,5.3,44°,1.44,5.48,0.06,70.3°F,52.3°F,91%,51%,30.041,29.795,18.4,24.2,76.3°F
3676,2014,Jul 13,59.6°F,75%,50.8°F,30.0,2.4,4.1,45°,1.66,5.70,0.04,75.6°F,45.1°F,94%,44%,30.149,29.882,17.3,26.5,77.8°F
3677,2014,Jul 14,59.6°F,72%,49.2°F,30.0,1.8,3.3,82°,1.73,5.77,0.01,71.9°F,47.4°F,95%,36%,30.089,29.909,10.4,17.3,77.5°F
3678,2014,Jul 15,58.6°F,74%,49.9°F,29.8,3.1,5.1,57°,1.92,5.96,0.04,71.1°F,47.6°F,93%,49%,30.000,29.679,20.7,31.1,77.1°F
3679,2014,Jul 16,55.0°F,84%,49.8°F,29.8,2.3,4.0,70°,2.19,6.23,0.02,68.4°F,49.6°F,94%,51%,29.865,29.673,13.8,18.4,77.2°F
3680,2014,Jul 17,55.7°F,78%,48.5°F,29.8,1.7,3.3,112°,2.20,6.24,0.01,67.1°F,43.3°F,95%,57%,29.963,29.766,10.4,13.8,67.1°F
3681,2014,Jul 18,60.7°F,58%,42.7°F,29.8,2.7,4.7,296°,2.21,6.25,0.01,78.1°F,44.1°F,94%,21%,29.826,29.629,15.0,24.2,77.7°F
3682,2014,Jul 19,65.4°F,44%,37.3°F,29.7,2.7,4.7,287°,2.21,6.25,0.00,84.3°F,43.9°F,83%,12%,29.838,29.583,13.8,19.6,81.5°F
3683,2014,Jul 20,66.5°F,41%,38.0°F,29.7,3.5,5.6,255°,2.21,6.25,0.00,87.4°F,44.9°F,74%,15%,29.841,29.636,17.3,25.3,83.9°F
3684,2014,Jul 21,68.4°F,39%,39.9°F,29.7,3.5,5.6,275°,2.21,6.25,0.00,86.1°F,52.6°F,65%,17%,29.822,29.659,13.8,20.7,83.1°F
3685,2014,Jul 22,67.3°F,45%,42.6°F,29.9,3.0,5.2,52°,2.21,6.25,0.00,82.8°F,46.1°F,73%,12%,29.986,29.817,13.8,21.9,80.8°F
3686,2014,Jul 23,64.4°F,63%,50.7°F,29.9,2.9,4.9,18°,2.26,6.30,0.01,81.2°F,48.6°F,87%,33%,30.036,29.782,17.3,21.9,81.9°F
3687,2014,Jul 24,72.5°F,35%,42.0°F,29.7,7.7,11.9,259°,2.26,6.30,0.00,81.8°F,55.4°F,64%,24%,29.865,29.507,24.2,33.4,80.0°F
3688,2014,Jul 25,71.0°F,39%,43.7°F,29.6,7.0,10.5,244°,2.39,6.43,0.02,84.3°F,59.9°F,85%,20%,29.752,29.524,18.4,27.6,81.7°F
3689,2014,Jul 26,67.7°F,46%,45.2°F,29.7,4.3,6.7,255°,2.45,6.49,0.01,79.8°F,53.8°F,79%,27%,29.892,29.578,17.3,24.2,79.1°F
3690,2014,Jul 27,59.2°F,74%,50.6°F,30.0,3.0,4.8,27°,2.62,6.66,0.03,71.8°F,44.6°F,91%,54%,30.143,29.836,15.0,18.4,76.8°F
3691,2014,Jul 28,61.7°F,72%,51.4°F,30.0,2.1,3.6,33°,2.64,6.68,0.01,75.1°F,47.6°F,95%,36%,30.120,29.858,10.4,17.3,77.7°F
3692,2014,Jul 29,56.9°F,83%,51.4°F,29.9,1.3,2.5,190°,3.08,7.12,0.01,71.6°F,50.0°F,93%,48%,29.991,29.820,10.4,13.8,77.0°F
3693,2014,Jul 30,62.9°F,58%,44.8°F,29.8,3.3,5.5,286°,4.00,8.04,0.06,91.6°F,38.3°F,95%,9%,30.149,29.495,24.2,33.4,87.3°F
3694,2014,Jul 31,56.2°F,71%,46.0°F,30.0,1.2,2.5,183°,4.00,8.04,0.00,68.3°F,45.2°F,92%,44%,30.107,29.935,10.4,12.7,77.5°F
3695,2014,Average and,62.7°F,58%,44.8°F,29.832,3.3,5.4,285°,4.004,8.043,0.060,91.6°F,38.3°F,95%,9%,30.15,29.50,24.2,33.4,87.3°F
3696,2014,Avg daily,Avg,Daily,00.11,00.12,00.02,00.95,00.07,00.27,00.01,00.13,00.17,00.44,"

", DryNight,41°F,29%,13.5°F,"
WSW@
5.0 mph",3.0 mph
3697,2014,Aug 1,60.6°F,55%,43.4°F,30.0,2.0,3.8,134°,0.00,8.04,0.00,67.9°F,46.4°F,82%,40%,30.067,29.963,10.4,16.1,67.9°F
3698,2014,Aug 2,65.7°F,43%,40.1°F,30.0,3.0,6.1,69°,0.00,8.04,0.00,74.2°F,39.2°F,91%,20%,30.137,29.909,11.5,16.1,76.9°F
3699,2014,Aug 3,61.2°F,56%,43.3°F,29.9,1.7,3.2,57°,0.00,8.04,0.00,77.2°F,42.9°F,89%,25%,30.005,29.778,10.4,13.8,78.0°F
3700,2014,Aug 4,59.1°F,65%,46.3°F,29.8,2.3,3.8,302°,0.05,8.09,0.01,74.4°F,45.7°F,86%,31%,30.021,29.764,13.8,19.6,77.5°F
3701,2014,Aug 5,58.3°F,74%,48.9°F,29.9,2.7,4.5,300°,0.16,8.20,0.02,73.0°F,49.2°F,89%,34%,29.954,29.786,20.7,26.5,77.5°F
3702,2014,Aug 6,64.0°F,51%,42.3°F,29.8,5.7,8.7,251°,0.16,8.20,0.00,78.1°F,49.4°F,85%,15%,29.914,29.694,17.3,25.3,77.4°F
3703,2014,Aug 7,58.7°F,62%,44.5°F,29.8,2.3,3.9,360°,0.20,8.24,0.01,76.5°F,46.1°F,88%,28%,29.949,29.719,15.0,19.6,77.6°F
3704,2014,Aug 8,58.0°F,56%,39.7°F,29.9,2.5,4.2,279°,0.20,8.24,0.00,74.2°F,39.6°F,91%,22%,29.977,29.766,17.3,31.1,77.5°F
3705,2014,Aug 9,59.1°F,57%,40.7°F,29.9,2.8,4.7,234°,0.20,8.24,0.00,79.6°F,42.5°F,89%,20%,29.987,29.799,16.1,26.5,78.7°F
3706,2014,Aug 10,56.0°F,71%,46.2°F,30.0,1.6,2.9,5°,0.31,8.35,0.01,66.8°F,43.6°F,91%,50%,30.158,29.925,10.4,12.7,66.8°F
3707,2014,Aug 11,58.5°F,59%,41.6°F,30.1,1.8,3.4,96°,0.32,8.36,0.01,74.4°F,40.1°F,94%,27%,30.234,29.999,11.5,18.4,77.4°F
3708,2014,Aug 12,61.7°F,51%,39.8°F,30.0,1.7,3.1,139°,0.32,8.36,0.00,79.4°F,40.9°F,88%,19%,30.090,29.824,9.2,24.2,78.5°F
3709,2014,Aug 13,62.0°F,59%,46.2°F,29.8,2.0,3.4,277°,0.37,8.41,0.01,80.9°F,47.9°F,81%,26%,29.952,29.669,17.3,21.9,79.7°F
3710,2014,Aug 14,63.1°F,61%,48.9°F,29.7,1.7,3.0,276°,0.38,8.42,0.01,74.2°F,53.8°F,81%,36%,29.778,29.621,12.7,20.7,77.5°F
3711,2014,Aug 15,64.1°F,48%,42.9°F,29.8,5.4,8.2,244°,0.38,8.42,0.00,77.1°F,49.9°F,76%,27%,29.871,29.710,16.1,25.3,77.8°F
3712,2014,Aug 16,67.8°F,34%,35.5°F,29.8,3.4,5.8,281°,0.38,8.42,0.00,83.4°F,51.4°F,57%,14%,29.894,29.693,12.7,19.6,80.7°F
3713,2014,Aug 17,63.8°F,40%,34.0°F,29.8,2.3,4.1,283°,0.38,8.42,0.00,84.5°F,42.9°F,74%,10%,29.926,29.719,12.7,20.7,81.5°F
3714,2014,Aug 18,61.4°F,44%,36.6°F,29.8,2.6,4.3,223°,0.38,8.42,0.00,79.9°F,42.1°F,76%,13%,29.868,29.669,17.3,29.9,78.3°F
3715,2014,Aug 19,61.5°F,49%,39.0°F,29.7,3.7,6.0,261°,0.38,8.42,0.00,77.7°F,43.2°F,86%,20%,29.763,29.481,17.3,26.5,77.6°F
3716,2014,Aug 20,64.8°F,44%,41.1°F,29.6,6.0,9.1,263°,0.38,8.42,0.00,77.0°F,53.2°F,72%,24%,29.681,29.474,20.7,27.6,77.4°F
3717,2014,Aug 21,64.3°F,43%,40.1°F,29.7,5.6,8.5,265°,0.38,8.42,0.00,77.6°F,53.9°F,60%,22%,29.783,29.600,15.0,21.9,77.5°F
3718,2014,Aug 22,58.8°F,71%,48.5°F,29.8,1.5,2.9,112°,0.44,8.48,0.01,67.2°F,50.7°F,91%,44%,29.925,29.675,8.1,13.8,67.2°F
3719,2014,Aug 23,57.2°F,56%,40.1°F,29.7,7.5,11.5,258°,0.53,8.57,0.02,68.1°F,48.2°F,93%,32%,29.729,29.600,21.9,33.4,77.4°F
3720,2014,Aug 24,59.2°F,36%,31.1°F,29.7,8.1,11.7,258°,0.53,8.57,0.00,70.6°F,49.5°F,62%,20%,29.849,29.675,19.6,27.6,75.9°F
3721,2014,Aug 25,56.7°F,64%,43.9°F,29.9,1.9,3.6,126°,0.60,8.64,0.01,70.9°F,45.5°F,90%,36%,29.985,29.783,9.2,11.5,77.5°F
3722,2014,Aug 26,55.0°F,71%,44.3°F,29.9,1.9,3.4,320°,0.60,8.64,0.00,73.9°F,42.1°F,93%,26%,30.050,29.835,15.0,18.4,77.5°F
3723,2014,Aug 27,57.1°F,63%,42.6°F,29.9,4.0,6.4,274°,0.68,8.72,0.01,70.3°F,49.2°F,92%,28%,29.941,29.771,19.6,28.8,77.4°F
3724,2014,Aug 28,56.8°F,51%,38.6°F,29.8,4.3,7.0,275°,0.68,8.72,0.00,67.1°F,51.6°F,67%,34%,29.951,29.764,13.8,19.6,67.1°F
3725,2014,Aug 29,58.0°F,53%,39.9°F,29.8,3.8,6.1,288°,0.68,8.72,0.00,73.0°F,45.7°F,82%,25%,29.904,29.747,17.3,21.9,77.4°F
3726,2014,Aug 30,56.3°F,60%,38.9°F,29.8,3.8,6.0,272°,0.73,8.77,0.02,77.2°F,39.9°F,90%,21%,29.971,29.660,19.6,29.9,77.3°F
3727,2014,Aug 31,54.6°F,63%,40.4°F,29.7,4.0,6.4,269°,0.79,8.83,0.01,71.1°F,44.2°F,92%,27%,29.786,29.587,19.6,33.4,77.4°F
3728,2014,Average and,60.3°F,55%,41.5°F,29.831,3.4,5.5,264°,0.791,8.835,0.020,84.5°F,39.2°F,94%,10%,30.23,29.47,21.9,33.4,81.5°F
3729,2014,Sep 1,54.4°F,50%,31.4°F,29.8,3.4,5.8,283°,0.00,8.83,0.00,71.3°F,36.0°F,92%,19%,29.898,29.741,15.0,25.3,75.3°F
3730,2014,Sep 2,58.3°F,44%,30.6°F,29.8,3.6,6.0,291°,0.00,8.83,0.00,82.6°F,33.4°F,84%,13%,29.986,29.634,20.7,28.8,80.2°F
3731,2014,Sep 3,63.0°F,38%,30.6°F,29.6,5.1,7.6,273°,0.00,8.83,0.00,82.7°F,39.6°F,78%,11%,29.745,29.464,20.7,31.1,80.1°F
3732,2014,Sep 4,57.6°F,51%,38.0°F,29.7,3.1,5.3,50°,0.09,8.92,0.01,70.4°F,48.6°F,91%,27%,29.903,29.523,15.0,19.6,77.5°F
3733,2014,Sep 5,48.8°F,88%,45.3°F,30.1,2.3,4.1,68°,0.20,9.03,0.01,54.7°F,45.1°F,92%,70%,30.194,29.900,11.5,12.7,54.7°F
3734,2014,Sep 6,52.7°F,74%,43.6°F,30.1,1.7,3.2,98°,0.20,9.03,0.00,67.3°F,37.5°F,95%,42%,30.248,29.989,10.4,13.8,67.3°F
3735,2014,Sep 7,56.3°F,57%,37.2°F,29.9,3.4,5.3,278°,0.21,9.04,0.01,77.2°F,37.9°F,93%,15%,30.054,29.733,17.3,26.5,77.1°F
3736,2014,Sep 8,56.9°F,56%,40.1°F,29.8,3.8,6.2,259°,0.21,9.04,0.00,72.8°F,42.3°F,82%,27%,29.909,29.639,13.8,24.2,77.3°F
3737,2014,Sep 9,57.0°F,64%,44.3°F,29.6,4.6,7.0,263°,0.35,9.18,0.01,68.6°F,49.8°F,92%,40%,29.687,29.493,18.4,24.2,77.4°F
3738,2014,Sep 10,54.4°F,63%,39.2°F,29.8,3.1,5.1,285°,0.49,9.32,0.01,68.4°F,46.2°F,94%,23%,29.891,29.689,16.1,25.3,75.8°F
3739,2014,Sep 11,44.8°F,79%,38.2°F,30.0,4.5,7.5,56°,0.52,9.35,0.01,54.7°F,30.9°F,92%,55%,30.298,29.746,12.7,16.1,54.7°F
3740,2014,Sep 12,34.8°F,78%,28.1°F,30.4,2.0,3.8,67°,0.53,9.36,0.01,48.3°F,26.9°F,90%,45%,30.485,30.260,8.1,11.5,48.3°F
3741,2014,Sep 13,52.9°F,44%,26.4°F,30.0,4.0,6.6,283°,0.53,9.36,0.00,74.1°F,25.7°F,89%,13%,30.302,29.765,17.3,25.3,75.6°F
3742,2014,Sep 14,53.8°F,52%,31.5°F,29.9,3.1,5.1,275°,0.53,9.36,0.00,78.1°F,32.7°F,91%,15%,30.136,29.810,21.9,29.9,77.1°F
3743,2014,Sep 15,52.7°F,62%,38.7°F,30.0,2.2,3.7,39°,0.53,9.36,0.00,69.9°F,36.3°F,87%,35%,30.158,29.865,11.5,16.1,77.4°F
3744,2014,Sep 16,57.4°F,50%,33.6°F,30.0,2.3,4.1,327°,0.53,9.36,0.00,80.7°F,36.5°F,87%,14%,30.151,29.815,13.8,20.7,78.9°F
3745,2014,Sep 17,55.8°F,52%,35.2°F,29.8,2.3,3.9,97°,0.54,9.37,0.01,80.1°F,38.5°F,77%,14%,29.999,29.748,21.9,27.6,78.4°F
3746,2014,Sep 20,65.1°F,46%,42.6°F,30.0,3.9,6.6,84°,0.54,9.37,0.00,75.1°F,53.9°F,67%,25%,30.057,29.898,16.1,19.6,77.3°F
3747,2014,Sep 21,56.0°F,60%,42.1°F,30.0,2.6,4.4,50°,0.54,9.37,0.00,68.6°F,46.2°F,83%,41%,30.113,29.914,11.5,17.3,77.5°F
3748,2014,Sep 22,54.1°F,70%,43.4°F,29.9,3.6,5.8,265°,0.69,9.52,0.01,67.8°F,44.1°F,91%,32%,30.025,29.776,15.0,21.9,67.8°F
3749,2014,Sep 23,57.2°F,55%,39.4°F,29.9,3.4,5.8,288°,0.70,9.53,0.01,73.2°F,45.1°F,91%,28%,29.986,29.804,20.7,31.1,76.8°F
